Date,Open,High,Low,Close
10-Jan-12,6340.1,6357.9,6314.05,6331.75
11-Jan-12,6347.65,6392.15,6226.35,6249.3
12-Jan-12,6093.5,6093.5,5856.8,5872.75
13-Jan-12,5923.6,5934.2,5830.45,5872.6
16-Jan-12,5862.95,5998.2,5857.4,5990.3
17-Jan-12,6024.25,6068.1,6004.6,6041
18-Jan-12,5981.9,5981.9,5869.85,5912
19-Jan-12,5935.6,5951.35,5858,5893.2
20-Jan-12,5916.75,5947.35,5882.7,5897.95
23-Jan-12,5905.45,5952.55,5903.3,5910.55
24-Jan-12,5945.45,5992.9,5910.55,5964.25
25-Jan-12,5990.1,6063.1,5981.9,6038.1
27-Jan-12,6094.65,6155.75,6087.8,6136.3
30-Jan-12,6090.45,6134.8,6080.1,6103.8
31-Jan-12,6107.25,6203.45,6107.25,6193.85
01-Feb-12,6182.4,6201.45,6109.75,6192.4
02-Feb-12,6201.45,6288.7,6196.45,6280.55
03-Feb-12,6256.75,6350.6,6256.75,6339.95
06-Feb-12,6386.7,6398.95,6340.3,6370.9
07-Feb-12,6426,6426,6291.45,6308.55
08-Feb-12,6358.55,6437,6351.6,6414.65
09-Feb-12,6373.9,6510.4,6318.95,6492.55
10-Feb-12,6477.3,6502.2,6394.35,6484.35
13-Feb-12,6447.65,6492.65,6408.5,6461.15
14-Feb-12,6443.85,6477.8,6426.7,6465.7
15-Feb-12,6494.55,6594.05,6494.55,6575.4
16-Feb-12,6569.6,6631.45,6556.35,6621.95
17-Feb-12,6651.85,6768.6,6620.3,6703.05
21-Feb-12,6670.45,6718.55,6626.3,6703.9
22-Feb-12,6661.4,6811.3,6661.4,6718.7
23-Feb-12,6693.45,6778.7,6678.9,6704.5
24-Feb-12,6697.5,6797.1,6697.5,6747.2
27-Feb-12,6783.15,6783.15,6588.4,6608.9
28-Feb-12,6617.55,6654.7,6545.45,6572.45
29-Feb-12,6623.25,6643,6550.2,6606.85
01-Mar-12,6567.35,6578.8,6474.5,6553.2
02-Mar-12,6576.55,6576.55,6480.55,6532.4
03-Mar-12,6536.2,6564.1,6532.55,6549
05-Mar-12,6537.35,6543.65,6438.7,6471.4
06-Mar-12,6456.2,6594,6442.6,6511.7
07-Mar-12,6484.3,6592.9,6475.4,6563.25
09-Mar-12,6626,6633.45,6540.05,6558.45
12-Mar-12,6645.2,6645.2,6450.7,6492.7
13-Mar-12,6519.9,6577.25,6519.9,6546.75
14-Mar-12,6604.7,6639.4,6483.85,6515.2
15-Mar-12,6533.85,6553.15,6489.05,6519
16-Mar-12,6560.7,6585.15,6475.05,6501.25
19-Mar-12,6531.85,6535.9,6351.65,6404.4
20-Mar-12,6395.75,6454.65,6367.65,6423.4
21-Mar-12,6424.5,6566.5,6424.5,6523.9
22-Mar-12,6532.45,6540.05,6417.45,6437.15
23-Mar-12,6453.35,6547.8,6448.3,6532.15
26-Mar-12,6519.25,6530.6,6419.35,6436.75
27-Mar-12,6490.35,6544.4,6446.55,6507.3
28-Mar-12,6492.5,6495.1,6403.15,6450.65
29-Mar-12,6399.75,6405.95,6331.05,6366.35
30-Mar-12,6392,6533.3,6392,6516
02-Apr-12,6511.85,6565.55,6493.25,6548
03-Apr-12,6581.35,6600.3,6526.6,6550.9
04-Apr-12,6522.2,6589.05,6513.2,6539.9
09-Apr-12,6504.1,6535.85,6456.9,6466.65
10-Apr-12,6492.45,6514.8,6351.2,6396.25
11-Apr-12,6377.2,6460.05,6346.55,6413.8
12-Apr-12,6436.5,6453.1,6336.85,6343.85
13-Apr-12,5975.65,6015.1,5760.1,5782.85
16-Apr-12,5772.15,5801.35,5694.95,5751.1
17-Apr-12,5813.95,5815.7,5738.75,5801.7
18-Apr-12,5855.9,5867.5,5807.3,5815
19-Apr-12,5833.45,5875.6,5817.5,5861.75
20-Apr-12,5833.85,5899.4,5774.5,5849.45
23-Apr-12,5831.4,5833.65,5653.5,5680.15
24-Apr-12,5760.2,5951.15,5681.6,5928.4
25-Apr-12,5896.85,5896.85,5815.9,5850.7
26-Apr-12,5851.6,5903.2,5833.1,5871.9
27-Apr-12,5866.7,5947.45,5866.7,5940.35
28-Apr-12,5949.45,5954.5,5927.65,5943.1
30-Apr-12,5938.9,6096,5938.9,6085.4
02-May-12,6085.25,6148.95,6085.25,6124.9
03-May-12,6101.55,6180.7,6101.55,6161.1
04-May-12,6160.6,6201.9,6068.05,6100.35
07-May-12,6023.1,6101.1,5957.3,6089.2
08-May-12,5965.95,5965.95,5855.05,5901.45
09-May-12,5856.65,5946.7,5856.65,5898.8
10-May-12,5903.4,5934.35,5854.3,5890
11-May-12,5870.75,5898.6,5816.35,5830.8
14-May-12,5831.55,5877.05,5802.3,5855.85
15-May-12,5801.85,5973.65,5801.85,5956.3
16-May-12,5894.2,5927.75,5845.5,5870.25
17-May-12,5870.7,5896.65,5811.45,5869.1
18-May-12,5778,5904.6,5763.7,5865.45
21-May-12,5865.2,5875.3,5773.5,5796.55
22-May-12,5833.3,5859.5,5789.1,5822.45
23-May-12,5854.5,5865.3,5766.8,5832.15
24-May-12,5836,5895.6,5781.5,5886.1
25-May-12,5853.8,5895.05,5832.75,5879.85
28-May-12,5910.5,5934.95,5868.9,5916.3
29-May-12,5927.9,6005.85,5904.9,5983.25
30-May-12,5961.8,6059.55,5954.3,6012.35
31-May-12,5946.3,6138.95,5929.6,6008.8
01-Jun-12,5977.65,5995.75,5895,5902.75
04-Jun-12,5855.35,5899.2,5802.85,5884
05-Jun-12,5884.1,5944.4,5883.65,5904.9
06-Jun-12,5922.15,6035.9,5922.15,5999.25
07-Jun-12,6034.8,6054.35,6001.4,6021.8
08-Jun-12,6052.95,6052.95,5930.05,5975.5
11-Jun-12,5990.9,6027.75,5949.15,5965.45
12-Jun-12,5912.35,6033.2,5912.35,6017.95
13-Jun-12,6013,6079.55,6003.85,6040.8
14-Jun-12,6030.35,6098.9,6028.6,6065.25
15-Jun-12,6083.9,6142.3,6079.4,6134.45
18-Jun-12,6155.2,6185.6,6053.45,6082
19-Jun-12,6065.8,6087.3,6027.05,6069.15
20-Jun-12,6072.3,6084.1,6039,6051.45
21-Jun-12,6018.1,6056.65,5976.35,6043.35
22-Jun-12,5966.2,6044.45,5966.2,6028.55
25-Jun-12,6033,6058.9,5985.25,5997.05
26-Jun-12,5976.65,6003.4,5965.2,5988.6
27-Jun-12,6008.1,6060.6,6006.45,6042.4
28-Jun-12,6037.15,6079.15,6021.9,6055.65
29-Jun-12,6093.9,6167.1,6083.25,6144.6
02-Jul-12,6141.7,6159.55,6114.75,6120.9
03-Jul-12,6152.5,6152.5,6064.7,6087.5
04-Jul-12,6103.2,6111.05,6035.95,6074.75
05-Jul-12,6075.5,6084.35,6046.25,6077.35
06-Jul-12,6069.35,6071.65,5993.6,6027.25
09-Jul-12,5987.65,6073.7,5973,6018.2
10-Jul-12,6037.15,6067.15,6027.55,6056.5
11-Jul-12,6034.55,6110.55,6021.7,6049.35
12-Jul-12,5720.3,5765.05,5678.1,5737.65
13-Jul-12,5736.3,5778.1,5698.75,5713.9
16-Jul-12,5713.4,5740.05,5562.6,5576.75
17-Jul-12,5609.7,5615.4,5531.25,5555.35
18-Jul-12,5569.8,5599.7,5550.45,5582.25
19-Jul-12,5624.05,5693.6,5624.05,5682.25
20-Jul-12,5681.8,5691.8,5642.4,5674.2
23-Jul-12,5624.75,5651.7,5601.5,5609.2
24-Jul-12,5598.6,5627.05,5560.55,5571.3
25-Jul-12,5586.8,5601.75,5543.45,5588.65
26-Jul-12,5587.35,5587.35,5460.7,5489.6
27-Jul-12,5562.4,5577.8,5497.95,5562
30-Jul-12,5589.15,5660.05,5569.15,5646.3
31-Jul-12,5664.7,5705.85,5620.9,5695.25
01-Aug-12,5673.8,5698.1,5647.7,5670.7
02-Aug-12,5673.95,5690,5654.35,5670.4
03-Aug-12,5645.9,5705.3,5633.35,5697.15
06-Aug-12,5729.7,5742.2,5684.05,5699.1
07-Aug-12,5733.95,5818.7,5733.95,5799.8
08-Aug-12,5813.4,5854.5,5808.15,5828.3
09-Aug-12,5838.1,5886.05,5813.5,5827.6
10-Aug-12,5815.3,5921.9,5815.3,5905.15
13-Aug-12,5885.65,5919.3,5877.55,5912.35
14-Aug-12,5890.35,5943.1,5876.25,5936.35
16-Aug-12,5935.1,5935.1,5887.8,5915.9
17-Aug-12,5928.2,5995.1,5921.05,5980.65
21-Aug-12,5994.1,6131.8,5994.1,6085.3
22-Aug-12,6070.2,6115.65,6064.95,6099.1
23-Aug-12,6101.65,6213.55,6100.1,6207.6
24-Aug-12,6167.15,6181.25,6145.1,6170.7
27-Aug-12,6144.85,6175.8,6105.2,6112.95
28-Aug-12,6103.15,6183.05,6103.15,6159.9
29-Aug-12,6161.2,6161.8,6090.2,6099.15
30-Aug-12,6086.8,6181.15,6058,6144.55
31-Aug-12,6120.9,6120.9,6061.8,6072.35
03-Sep-12,6084.2,6142.2,6068.8,6083.2
04-Sep-12,6066.5,6099.55,6037.35,6084.05
05-Sep-12,6062.5,6110.1,6031.95,6083.75
06-Sep-12,6094.55,6243.55,6092.45,6233.35
07-Sep-12,6299.55,6351.4,6299.55,6342.7
08-Sep-12,6325,6365.3,6325,6359.35
10-Sep-12,6355.9,6388.7,6318.5,6361.9
11-Sep-12,6340.05,6431.9,6311.2,6424.65
12-Sep-12,6434.55,6501.7,6422.55,6485.95
13-Sep-12,6483.8,6527.6,6460.65,6514.35
14-Sep-12,6579.6,6643.8,6541.35,6599.4
17-Sep-12,6630.4,6630.4,6382.95,6398.2
18-Sep-12,6420.3,6444.95,6361.15,6370.6
20-Sep-12,6310,6469.05,6310,6422.5
21-Sep-12,6428.6,6494.25,6365.5,6379.55
24-Sep-12,6394.2,6395.8,6320.25,6364
25-Sep-12,6354.6,6396.9,6344.7,6367.95
26-Sep-12,6343.2,6369.4,6316.75,6348.8
27-Sep-12,6343.25,6356.25,6262.15,6285.2
28-Sep-12,6313.95,6364.8,6304.25,6313.8
01-Oct-12,6327.4,6449.25,6327.4,6435.4
03-Oct-12,6431.75,6477,6395.65,6422.55
04-Oct-12,6418.1,6428.95,6374.75,6399.5
05-Oct-12,6403.4,6411.95,5660.85,6292.45
08-Oct-12,6298.9,6324,6192.3,6207.95
09-Oct-12,6237.6,6290.65,6205.8,6274.8
10-Oct-12,6226.4,6263.65,6216.3,6225.8
11-Oct-12,6221,6336.5,6199.25,6268.7
12-Oct-12,6027.55,6175,5981.2,6106.15
15-Oct-12,6089.35,6132.05,6049.6,6060.45
16-Oct-12,6083,6115.75,6035.35,6050.85
17-Oct-12,6093.15,6102.2,6019.05,6045.15
18-Oct-12,6043.1,6098.75,6020.4,6088.85
19-Oct-12,6077,6104.05,6049.8,6067
22-Oct-12,6096.65,6137,6087.5,6112.8
23-Oct-12,6090.25,6100.7,6053.2,6063.15
25-Oct-12,6055,6073.5,6033.3,6051.7
26-Oct-12,6024.9,6059.1,6011.7,6025.4
29-Oct-12,6012.65,6038.85,6003.85,6032.45
30-Oct-12,6016.5,6082.9,6016.5,6066.1
31-Oct-12,6053.5,6095.9,6053.5,6087.85
01-Nov-12,6085.1,6109.5,6076.05,6101.85
02-Nov-12,6134.85,6197.75,6131.75,6163.45
05-Nov-12,6163.95,6176.35,6127.7,6144.2
06-Nov-12,6144.5,6187.9,6128.1,6139.5
07-Nov-12,6144.65,6210.4,6136.95,6192.75
08-Nov-12,6138,6166.8,6120.8,6163.05
09-Nov-12,6147.6,6148.1,6099.85,6110.45
12-Nov-12,6111,6160.85,6111,6138.65
13-Nov-12,6135.2,6142.3,6094.75,6106.1
15-Nov-12,6093.4,6093.4,5989.3,6000.5
16-Nov-12,6002.5,6117,5993.4,6030.5
19-Nov-12,6035.25,6087.8,5992.65,6013.85
20-Nov-12,6055.55,6055.55,5959.2,5990.85
21-Nov-12,6004.05,6050.8,6001.4,6043.6
22-Nov-12,6041.9,6101.35,6027.15,6087.95
23-Nov-12,6097.5,6124.95,6055.95,6099.1
26-Nov-12,6117.7,6180.35,6117.7,6174.45
27-Nov-12,6189.25,6265.3,6186.35,6252.3
29-Nov-12,6243.65,6248,6205.55,6226.6
30-Nov-12,6217.75,6282.35,6209.8,6263.25
03-Dec-12,6263.45,6299.7,6243.45,6269.85
04-Dec-12,6256.6,6257.35,6215.6,6233.85
05-Dec-12,6226.35,6226.35,6140.5,6149.45
06-Dec-12,6162.3,6162.3,6013.3,6063.7
07-Dec-12,6041.35,6068.2,5994.6,6006.25
10-Dec-12,6013.8,6046.45,5951.5,5969.45
11-Dec-12,5970.6,6009.3,5887.45,5917.6
12-Dec-12,5946.05,5996.3,5918.55,5935.95
13-Dec-12,5953.55,5970.05,5897.45,5909.5
14-Dec-12,5888.9,5953.15,5888.9,5947.75
17-Dec-12,5928.15,5970.65,5864.05,5877.2
18-Dec-12,5882.85,5907.85,5845.55,5902.2
19-Dec-12,5915.65,5980.95,5915.65,5976.25
20-Dec-12,5985,6012.3,5951.25,5994.95
21-Dec-12,5986.2,6025.15,5953.8,5981.3
24-Dec-12,6016.85,6046.15,6013.9,6037.25
26-Dec-12,6037.1,6048.25,6007.4,6023.6
27-Dec-12,6047.05,6047.05,5952.75,5967.65
28-Dec-12,5990.5,6052.25,5990.5,6044.25
31-Dec-12,6028.2,6042.65,6009.1,6024.95
01-Jan-13,6055.5,6059.95,6025.05,6033.3
02-Jan-13,6049.9,6063.85,6018.3,6031
03-Jan-13,6045.35,6111.35,6034.95,6097.6
04-Jan-13,6118.5,6159.8,6108,6153.2
07-Jan-13,6159.35,6190.55,6141.2,6175.45
08-Jan-13,6160.75,6173.75,6115.15,6147.9
09-Jan-13,6143.95,6177.3,6091.2,6101.05
10-Jan-13,6109.15,6131.15,6057.45,6073.1
11-Jan-13,6370.4,6654.65,6370.4,6639.85
14-Jan-13,6719.75,6846.15,6716.85,6809.5
15-Jan-13,6884.35,6898.7,6780.4,6791.5
16-Jan-13,6785.2,6792.3,6738.65,6777.95
17-Jan-13,6833.05,6896.05,6822.7,6869.45
18-Jan-13,6885.9,6890.1,6786.95,6798.7
21-Jan-13,6772.05,6823.4,6756.4,6789.4
22-Jan-13,6782.45,6788.7,6731,6739.65
23-Jan-13,6734,6767.85,6707.3,6725.8
24-Jan-13,6742,6799.2,6732.7,6742.4
25-Jan-13,6752.65,6817.85,6736.85,6800.75
28-Jan-13,6796.3,6848.5,6785.4,6822.7
29-Jan-13,6808.05,6849.45,6783.15,6792.3
30-Jan-13,6794.95,6806.35,6776.9,6787.85
31-Jan-13,6789.8,6807.75,6733,6778
01-Feb-13,6779,6802.9,6732.05,6752.65
04-Feb-13,6766.65,6794.5,6728.8,6750.25
05-Feb-13,6724.4,6771,6720.05,6728.7
06-Feb-13,6760.6,6775.9,6738.25,6766.8
07-Feb-13,6762.3,6813.15,6762.3,6799
08-Feb-13,6793.75,6909.55,6793.75,6852.7
11-Feb-13,6872.9,6890.75,6826.3,6832.05
12-Feb-13,6799.9,6809.25,6766.75,6791.9
13-Feb-13,6796.45,6897.75,6779.65,6884.15
14-Feb-13,6878.25,6939.75,6878.25,6900.35
15-Feb-13,6866.7,6876.35,6826.5,6864.15
18-Feb-13,6853.35,6858.85,6808,6834.7
19-Feb-13,6832,6944,6813.55,6936.25
20-Feb-13,6937.4,6977.7,6937.4,6972.05
21-Feb-13,6929.5,6985.3,6924.8,6939.85
22-Feb-13,6924.45,7018.55,6924.45,6992.85
25-Feb-13,7026.2,7126.95,7026.2,7095.2
26-Feb-13,7082.85,7172.05,7082.85,7156.75
27-Feb-13,7144.85,7155.9,7064.3,7072.5
28-Feb-13,7084.8,7160.75,7069.65,7106.65
01-Mar-13,7116.3,7171.95,7090.95,7117.7
04-Mar-13,7112.5,7163.7,7062.6,7101.65
05-Mar-13,7131.8,7205.8,7117.6,7200.2
06-Mar-13,7227.7,7314.9,7226.75,7305.9
07-Mar-13,7319.9,7420.45,7319.9,7410.25
08-Mar-13,7391.55,7402.55,7344.15,7357
11-Mar-13,7355.75,7380.1,7290.25,7304.6
12-Mar-13,7286.65,7295.55,7232.25,7253.2
13-Mar-13,7211.25,7211.25,7159.35,7170.4
14-Mar-13,7180.95,7242,7131.95,7212.4
15-Mar-13,7221.85,7277.2,7212.3,7224.35
18-Mar-13,7190.85,7227.45,7166.85,7198.65
19-Mar-13,7213.25,7229.2,7140,7152.55
20-Mar-13,7153.85,7179.75,7115.65,7158.25
21-Mar-13,7186.35,7220.05,7157.1,7168.05
22-Mar-13,7140.45,7149.7,7085.15,7119.8
25-Mar-13,7113.05,7131.9,7072.75,7105.95
26-Mar-13,7094.55,7163,7072.1,7137.05
28-Mar-13,7153.6,7232.1,7147.25,7219.05
01-Apr-13,7230.65,7298.95,7230.65,7264.35
02-Apr-13,7249.35,7337.45,7232.1,7325.25
03-Apr-13,7305.6,7354.3,7248.4,7271.9
04-Apr-13,7232.65,7232.65,7060.65,7072.7
05-Apr-13,7066.85,7098.65,7018.45,7047.35
08-Apr-13,7027.9,7057,6968.35,6977.1
09-Apr-13,6984.85,7023.9,6892.25,6905.7
10-Apr-13,6977.8,7058.25,6939.65,7042.95
11-Apr-13,7125.8,7221.7,7066.3,7200.35
12-Apr-13,6726.4,6726.4,6321.65,6354.9
15-Apr-13,6348.65,6370.8,6177.45,6342.7
16-Apr-13,6305.05,6327.4,6266.15,6301.1
17-Apr-13,6352.3,6370.95,6190.1,6235.85
18-Apr-13,6282.5,6294.1,6199.25,6232.6
22-Apr-13,6217.15,6233.3,6106.9,6118.25
23-Apr-13,6127.2,6181.1,6127.2,6156.9
25-Apr-13,6141,6141,6053.75,6059.8
26-Apr-13,6036.75,6046.25,5964.45,5972.7
29-Apr-13,5959.45,6052.25,5936.4,6015.45
30-Apr-13,6017.75,6055.5,6001.7,6047.7
02-May-13,6035.4,6211.6,6035.4,6205.9
03-May-13,6211.8,6267.45,6208.3,6224.7
06-May-13,6238.85,6351.15,6238.85,6343.25
07-May-13,6356.35,6379.9,6313.85,6372.75
08-May-13,6393.8,6412.85,6365.8,6380.15
09-May-13,6389.15,6449.5,6389.15,6426.45
10-May-13,6429.85,6476.55,6416.6,6439.85
11-May-13,6422.45,6426.8,6404.65,6419
13-May-13,6398.55,6407.45,6309.75,6316
14-May-13,6322.1,6371.45,6298.4,6328.05
15-May-13,6332.45,6375.95,6316.55,6359.7
16-May-13,6347.55,6347.55,6264.85,6292.15
17-May-13,6299,6372.7,6299,6331.05
20-May-13,6323.9,6382.1,6323.9,6358.75
21-May-13,6348.25,6458.7,6348.25,6421
22-May-13,6440.5,6500.4,6411.5,6420.2
23-May-13,6411.55,6497.9,6372.3,6378.45
24-May-13,6396.75,6431.95,6314.15,6330.8
27-May-13,6322.55,6427.3,6298.65,6410.95
28-May-13,6409.75,6441.6,6385.7,6431.6
29-May-13,6441.85,6492.8,6355.65,6396.25
30-May-13,6371.5,6419.95,6344.5,6390.4
31-May-13,6381.95,6483.9,6381.45,6472.05
03-Jun-13,6627.95,6758.8,6511.05,6551.65
04-Jun-13,6511.55,6554.9,6469.95,6516.65
05-Jun-13,6490.8,6508.2,6465.4,6474
06-Jun-13,6433.85,6484.55,6417.95,6451.55
07-Jun-13,6440.9,6588.15,6440.9,6540.05
10-Jun-13,6571.2,6633.1,6568.15,6604.7
11-Jun-13,6615.7,6661.7,6523.95,6550.95
12-Jun-13,6521.85,6562.95,6424.45,6438.6
13-Jun-13,6427.6,6427.6,6316.35,6334.6
14-Jun-13,6359.1,6395.85,6323.5,6370.4
17-Jun-13,6394.25,6438.05,6358.55,6423.2
18-Jun-13,6436.25,6471.35,6418.85,6451.95
19-Jun-13,6468.85,6468.85,6387.55,6435.1
20-Jun-13,6408.7,6433.1,6259.5,6290.15
21-Jun-13,6296.65,6398.7,6296.65,6381.85
24-Jun-13,6353.35,6376.75,6284.1,6309.45
25-Jun-13,6309.1,6335.4,6246.4,6268.85
26-Jun-13,6298.55,6400.5,6277.05,6378.35
27-Jun-13,6428.75,6607.15,6424.25,6587.15
28-Jun-13,6586.7,6648.6,6489.15,6634.15
01-Jul-13,6589.3,6589.3,6515.3,6526.45
02-Jul-13,6527.5,6564.7,6463.25,6474.25
03-Jul-13,6464.8,6547,6404.65,6451.3
04-Jul-13,6490.2,6640.7,6487.4,6633.2
05-Jul-13,6646.75,6674.35,6591.35,6604.7
08-Jul-13,6640.25,6653.35,6594.9,6607.95
09-Jul-13,6609,6681.75,6609,6653.9
10-Jul-13,6672.6,6710.4,6658.9,6690.95
11-Jul-13,6748.75,6823.5,6748.75,6799.5
12-Jul-13,7173.45,7361,7157.25,7249.4
15-Jul-13,7216.8,7261.35,7164,7225.4
16-Jul-13,7132.7,7278.3,7122.35,7208.8
17-Jul-13,7203.6,7300,7203.6,7272
18-Jul-13,7286.7,7362.2,7245.65,7306.35
19-Jul-13,7400.35,7545.1,7400.35,7503.7
22-Jul-13,7472.15,7590.3,7468.25,7556.55
23-Jul-13,7579.1,7650.6,7579.1,7604
24-Jul-13,7569.05,7687.25,7569.05,7669.25
25-Jul-13,7660.7,7720.6,7629.85,7678.15
26-Jul-13,7699,7747.05,7650.1,7663
29-Jul-13,7638.8,7708.95,7633.9,7673.3
30-Jul-13,7694.55,7762.2,7689.75,7718.85
31-Jul-13,7738.25,7808.5,7708.65,7787.35
01-Aug-13,7811.45,7822.6,7727.95,7777.1
02-Aug-13,7793.95,7895.5,7793.95,7858.35
05-Aug-13,7838.65,7951.55,7838.65,7916.5
06-Aug-13,7920.95,7933.6,7839.35,7877.15
07-Aug-13,7876.35,7934.75,7738.15,7767.75
08-Aug-13,7710.4,7816.4,7687,7801.45
12-Aug-13,7820.1,7874.95,7781.95,7841.45
13-Aug-13,7860.1,7989.25,7860.1,7976.25
14-Aug-13,7971.9,8032.25,7874.1,7956.1
16-Aug-13,7879.45,7910.4,7724.95,7774.2
19-Aug-13,7811.85,7870.4,7708.75,7793.2
20-Aug-13,7828.2,7828.2,7677.85,7693.5
21-Aug-13,7679.2,7679.2,7549.1,7594.05
22-Aug-13,7614.85,7796.1,7563.25,7777.5
23-Aug-13,7786.35,7902.5,7761.35,7893.2
26-Aug-13,7908.6,8047.4,7893.85,7958.65
27-Aug-13,7952.55,8073.9,7952.55,7975.8
28-Aug-13,7948.65,8222.65,7948.65,8175.3
29-Aug-13,8110.05,8286.9,8083.9,8246.9
30-Aug-13,8225.65,8406.65,8196,8382.4
02-Sep-13,8325.85,8423.8,8325.85,8396.9
03-Sep-13,8380.65,8410.95,8226.25,8259.4
04-Sep-13,8293,8499.55,8293,8454.1
05-Sep-13,8437.95,8437.95,8185.4,8203.4
06-Sep-13,8224.65,8310.8,8172,8216.5
10-Sep-13,8211.9,8443.75,8211.9,8411.05
11-Sep-13,8421.3,8465.1,8360.9,8373.25
12-Sep-13,8367.05,8381.45,8222.4,8270.15
13-Sep-13,8257.85,8290,8152.9,8172.65
16-Sep-13,8172.3,8212.6,8005.1,8017.2
17-Sep-13,8048.1,8166.6,8030.35,8154.25
18-Sep-13,8160.4,8183.1,8119.55,8159.1
19-Sep-13,8130.6,8218,8093.8,8156.95
20-Sep-13,8119.25,8225.8,8119.25,8132.8
23-Sep-13,8137.95,8256.9,8133.4,8200.7
24-Sep-13,8217.65,8250.85,8132.65,8169.1
25-Sep-13,8192.95,8218,8116.45,8187.55
26-Sep-13,8212.1,8225.35,8139.9,8157.8
27-Sep-13,8176.4,8249,8147.75,8166.55
30-Sep-13,8196.4,8263.85,8136.85,8167.8
01-Oct-13,8195.05,8208.5,8133.4,8181.65
03-Oct-13,8244.7,8374.2,8234.15,8360.85
04-Oct-13,8353.3,8429.9,8329.45,8352.35
07-Oct-13,8359.15,8487.95,8359.15,8461.55
08-Oct-13,8483.3,8500.75,8424.1,8435
09-Oct-13,8408.5,8584.6,8385.55,8564.45
10-Oct-13,8585.75,8643.45,8549.15,8603.8
11-Oct-13,8899.65,8932.55,8690.4,8870.15
14-Oct-13,8868.85,9078.25,8868.85,9061.75
15-Oct-13,9109.75,9167,9064.45,9120.3
17-Oct-13,9111.85,9111.85,8775.1,8797.85
18-Oct-13,8821.3,8907.5,8733,8893.85
21-Oct-13,8928.45,8928.45,8712.7,8854.9
22-Oct-13,8901.35,8951.85,8891.2,8915.15
23-Oct-13,8891.3,8891.3,8739.9,8829.55
24-Oct-13,8774.15,8921,8653.85,8681.65
25-Oct-13,8670.4,8823.1,8647.95,8812.55
28-Oct-13,8796.55,8851.85,8760.8,8783.2
29-Oct-13,8784.85,8844.2,8771.4,8822.1
30-Oct-13,8803.25,8853.3,8784.9,8835.15
31-Oct-13,8814.2,8881.3,8814.2,8852.8
01-Nov-13,8840.6,8909,8787.7,8799.55
03-Nov-13,8812.75,8837.85,8812.75,8823.5
05-Nov-13,8780.6,8791.1,8705.95,8724.1
06-Nov-13,8766.9,8865.5,8766.9,8843.05
07-Nov-13,8882.85,9058.05,8875.05,8956.55
08-Nov-13,8969.7,9045.55,8933.9,8956.9
11-Nov-13,8943.1,9095.75,8915,8962.85
12-Nov-13,8971.65,9019.3,8899.05,8914.4
13-Nov-13,8897.5,8954.25,8845.35,8859.15
14-Nov-13,8912.9,8940.55,8855.55,8862
18-Nov-13,8919.4,9010.6,8919.4,8978.35
19-Nov-13,8993.4,9019.4,8964.7,9003.9
20-Nov-13,8987.2,9023.65,8902.65,8915.35
21-Nov-13,8912.55,8925.85,8745.3,8767.1
22-Nov-13,8784.5,8848.5,8755.2,8785.45
25-Nov-13,8793.45,8875.35,8738.75,8783.8
26-Nov-13,8755.05,8795.65,8712.85,8758.3
27-Nov-13,8775.8,8791.95,8680.95,8702.4
28-Nov-13,8729.25,8767,8679.1,8748.35
29-Nov-13,8769.25,8839.75,8744,8820.75
02-Dec-13,8804.9,8881.95,8804.9,8854
03-Dec-13,8837.05,8906.95,8837.05,8867.8
04-Dec-13,8868.25,8950.7,8864.45,8876.6
05-Dec-13,8932.95,8970.95,8817.05,8834.55
06-Dec-13,8813.8,8856.45,8810.1,8827.8
09-Dec-13,8926.25,8930.45,8837.55,8877.1
10-Dec-13,8867,9070.3,8867,9045.9
11-Dec-13,9031.4,9045.45,8982.9,9028.2
12-Dec-13,8991.45,9006.1,8950.85,8964.95
13-Dec-13,8948.25,9025.9,8938.65,8957.6
16-Dec-13,8975.2,9134.15,8961.85,9110.25
17-Dec-13,9126.1,9197.35,9109.05,9119.35
18-Dec-13,9110.8,9178.15,9110.3,9167.9
19-Dec-13,9207.05,9401.3,9192.2,9329
20-Dec-13,9368.4,9521.65,9368.4,9488.25
23-Dec-13,9448.85,9531.95,9372.3,9385.45
24-Dec-13,9418.35,9455.25,9372.8,9391.5
26-Dec-13,9405.2,9451.4,9391,9430.1
27-Dec-13,9460.15,9598.1,9460.15,9579.1
30-Dec-13,9609.65,9632.15,9451.3,9499.6
31-Dec-13,9514.55,9546.7,9467.5,9517.85
01-Jan-14,9548.5,9558.35,9453.2,9462.8
02-Jan-14,9475.3,9546.3,9445.55,9478.35
03-Jan-14,9456.45,9684,9431.7,9673.2
06-Jan-14,9707.35,9709.45,9569.65,9640.75
07-Jan-14,9648.7,9648.7,9507.85,9522.75
08-Jan-14,9539.15,9608.9,9519.25,9531.55
09-Jan-14,9546.9,9606,9518.4,9575.85
10-Jan-14,9664.4,9848.35,9602.6,9782.7
13-Jan-14,9831.55,10080.95,9831.55,10060.15
14-Jan-14,10042.65,10067.25,9964.25,9996.8
15-Jan-14,10040.3,10105.5,10000.25,10065.95
16-Jan-14,10089.25,10153.75,10043.65,10127.75
17-Jan-14,10072.85,10078.95,9867.8,9884.35
20-Jan-14,9872.2,10165.9,9872.2,10154
21-Jan-14,10155.15,10158.45,10062.4,10095.55
22-Jan-14,10078.2,10140.4,10051.6,10112.8
